ID,Date,Customer,Gender,City,Distributors,Branch,Manager,Product,Category,Price,Cost,Qty,Total_Sales,cogs,Profit
88065566367,2019-08-05,Federico B Edmond,Male,Glen Cove,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,30,27,77,2310,2079,231
88065566368,2019-08-09,Lucas P Funes,Male,New York,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,16,13,68,1088,884,204
88065566369,2019-08-08,Alden Y Cauley,Male,Hempstead,Antone E Angel,Fenard Store,Ben Frech,Boost,Alcoholic,9,6,15,135,90,45
88065566370,2019-08-08,Reanna I Hampton,Female,Port Jervis,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,5,2,47,235,94,141
88065566371,2019-08-09,Micaela N Buker,Female,New York,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,18,15,6,108,90,18
88065566372,2019-08-10,Carmelia E Bergeron,Female,Little Falls,Merle N Burrus,Fenard Store,Ben Frech,Boost,Non Alcoholic,10,7,10,100,70,30
88065566373,2019-08-11,Giuseppina N Dagostino,Female,Hornell ,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Alcoholic,20,17,11,220,187,33
88065566374,2019-08-12,Danilo S Hammes,Male,Hudson,Merle N Burrus,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,70,67,60,4200,4020,180
88065566375,2019-08-13,Clotilde X Mason,Female,Johnstown,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,15,12,89,1335,1068,267
88065566376,2019-08-14,Petrina B Dampier,Female,Kingston,Merle N Burrus,Fenard Store,Ben Frech,Boost,Non Alcoholic,12,9,77,924,693,231
88065566377,2019-08-15,Philip X Trinidad,Male,Little Falls,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,18,15,68,1224,1020,204
88065566378,2019-08-19,Sixta H Jo,Female,Lockport,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,23,20,15,345,300,45
88065566379,2019-08-18,Mose O Brucker,Male,Long Beach,Antone E Angel,Fenard Store,Ben Frech,Boost,Alcoholic,9,6,100,900,600,300
88065566380,2019-08-18,Andrew P Detweiler,Male,Middletown,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,18,15,3000,54000,45000,9000
88065566381,2019-08-19,Reanna I Hampton,Female,Port Jervis,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,52,49,5000,260000,245000,15000
88065566382,2019-08-20,Micaela N Buker,Female,New York,Merle N Burrus,Fenard Store,Ben Frech,Boost,Non Alcoholic,9,6,300,2700,1800,900
88065566383,2019-08-21,Carmelia E Bergeron,Female,Little Falls,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Alcoholic,5,2,2000,10000,4000,6000
88065566384,2019-08-22,Judith D Gourdine,Female,Springs,Merle N Burrus,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,14,11,600,8400,6600,1800
88065566385,2019-08-23,Beatrice T Coen,Female,Sherrill,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,6,3,1230,7380,3690,3690
88065566386,2019-08-24,Terra D Routh,Female,Syracuse,Merle N Burrus,Fenard Store,Ben Frech,Boost,Non Alcoholic,10,7,900,9000,6300,2700
88065566387,2019-08-25,Suzette F Lovejoy,Female,Troy,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,13,10,2390,31070,23900,7170
88065566388,2019-08-29,Jolanda L Dewees,Female,Olean,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,20,17,10000,200000,170000,30000
88065566389,2019-08-28,Dwain O Upham,Male,Peekskill,Antone E Angel,Fenard Store,Ben Frech,Boost,Alcoholic,15,12,2300,34500,27600,6900
88065566390,2019-08-28,Alise O Baltzell,Female,Port Jervis,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,20,17,7800,156000,132600,23400
88065566391,2019-08-29,Hal K Kells,Male,Kingston,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,450,5400,4050,1350
88065566392,2019-08-30,Reanna I Hampton,Female,Port Jervis,Merle N Burrus,Fenard Store,Ben Frech,Boost,Non Alcoholic,16,13,2000,32000,26000,6000
88065566393,2019-08-31,Micaela N Buker,Female,New York,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Alcoholic,70,67,123,8610,8241,369
88065566394,2019-09-01,Carmelia E Bergeron,Female,Little Falls,Merle N Burrus,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,15,12,12903,193545,154836,38709
88065566395,2019-09-02,Jordan D Phu,Male,Middletown,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,16,13,100000,1600000,1300000,300000
88065566396,2019-09-03,Mac V Lineberry,Male,Watervliet,Merle N Burrus,Fenard Store,Ben Frech,Boost,Non Alcoholic,20,17,12000,240000,204000,36000
88065566397,2019-09-04,Mina P Shotwell,Female,Yakers,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,12,9,60,720,540,180
88065566398,2019-09-05,Doyle N Utter,Male,New York,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,89,1068,801,267
88065566399,2019-09-09,Tyler D Galindo,Male,Hempstead,Antone E Angel,Fenard Store,Ben Frech,Boost,Alcoholic,18,15,77,1386,1155,231
88065566400,2019-09-08,Lizzette G Moyle,Female,New York,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,10,7,68,680,476,204
88065566401,2019-09-08,Heath K Fell,Male,Hempstead,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,15,12,15,225,180,45
88065566402,2019-09-09,Meryl I Nau,Female,Brookhaven,Merle N Burrus,Fenard Store,Ben Frech,Boost,Non Alcoholic,15,12,47,705,564,141
88065566403,2019-09-10,Terrell J Leader,Male,Islip,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Alcoholic,23,20,6,138,120,18
88065566404,2019-09-11,Cameron A Chamberland,Male,Babylon,Merle N Burrus,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,9,6,10,90,60,30
88065566405,2019-09-12,Jarred C Class,Male,Albany,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,18,15,11,198,165,33
88065566406,2019-09-13,Maxwell H Azevedo,Male,Auburn,Merle N Burrus,Fenard Store,Ben Frech,Boost,Non Alcoholic,14,11,60,840,660,180
88065566407,2019-09-14,Reanna I Hampton,Female,Port Jervis,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,30,27,89,2670,2403,267
88065566408,2019-09-15,Micaela N Buker,Female,New York,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,16,13,77,1232,1001,231
88065566409,2019-09-19,Carmelia E Bergeron,Female,Little Falls,Antone E Angel,Fenard Store,Ben Frech,Boost,Alcoholic,52,49,68,3536,3332,204
88065566410,2019-09-18,Millicent G Mangan,Female,Fulton,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,14,11,15,210,165,45
88065566411,2019-09-18,Bernard A Harbert,Male,Geneva,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,6,3,100,600,300,300
88065566412,2019-09-19,Steven B Daigneault,Male,Elmira,Merle N Burrus,Fenard Store,Ben Frech,Boost,Non Alcoholic,13,10,3000,39000,30000,9000
88065566413,2019-09-20,Oren M Mcnabb,Male,Glen Cove,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Alcoholic,15,12,5000,75000,60000,15000
88065566414,2019-09-21,Susana H Hooks,Female,Glens Falls,Merle N Burrus,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,20,17,300,6000,5100,900
88065566415,2019-09-22,Cedrick K Engelhardt,Male,Hornell ,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,2000,24000,18000,6000
88065566416,2019-09-23,Rich Q Rehberg,Male,Hudson,Merle N Burrus,Fenard Store,Ben Frech,Boost,Non Alcoholic,16,13,600,9600,7800,1800
88065566417,2019-09-24,Zachary S Velasquez,Male,Johnstown,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,20,17,1230,24600,20910,3690
88065566418,2019-09-25,Garrett S Nolette,Male,Kingston,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,900,10800,8100,2700
88065566419,2019-09-29,Antone W Polston,Male,Little Falls,Antone E Angel,Fenard Store,Ben Frech,Boost,Alcoholic,10,7,2390,23900,16730,7170
88065566420,2019-09-28,Isreal F Metoyer,Male,Lockport,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,15,12,10000,150000,120000,30000
88065566421,2019-09-28,Cyndy H Ary,Female,Long Beach,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,15,12,2300,34500,27600,6900
88065566422,2019-09-29,Buck H Rancourt,Male,Middletown,Merle N Burrus,Fenard Store,Ben Frech,Boost,Non Alcoholic,20,17,7800,156000,132600,23400
88065566423,2019-09-30,Arlen M Joly,Male,Mount,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Alcoholic,12,9,450,5400,4050,1350
88065566424,2019-09-20,Jerome P Whitefield,Male,New York,Merle N Burrus,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,13,10,2000,26000,20000,6000
88065566425,2019-09-21,Rafaela N Madrid,Female,Newburgh,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,15,12,123,1845,1476,369
88065566426,2019-09-22,Tiny Q Llanos,Female,Olean,Merle N Burrus,Fenard Store,Ben Frech,Boost,Non Alcoholic,14,11,12903,180642,141933,38709
88065566427,2019-09-23,Jc S Meyers,Male,Peekskill,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,30,27,100000,3000000,2700000,300000
88065566428,2019-09-24,Reanna I Hampton,Female,Port Jervis,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,16,13,12000,192000,156000,36000
88065566429,2019-09-25,Micaela N Buker,Female,New York,Antone E Angel,Fenard Store,Ben Frech,Boost,Alcoholic,9,6,60,540,360,180
88065566430,2019-09-29,Carmelia E Bergeron,Female,Little Falls,Twanna Y Manges,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,5,2,89,445,178,267
88065566431,2019-09-28,Hui E Bizzell,Female,Rome,Reatha Q Breazeale,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,18,15,77,1386,1155,231
88065566432,2019-09-28,Ronnie H Upton,Male,Rochester,Twanna Y Manges,Fenard Store,Ben Frech,Boost,Non Alcoholic,10,7,68,680,476,204
88065566433,2019-09-29,Cleveland W Franko,Male,Salamanca,Reatha Q Breazeale,Fenard Store,Ben Frech,Cel Ray,Alcoholic,20,17,15,300,255,45
88065566434,2019-09-30,Marcella Z Mapp,Female,Springs,Twanna Y Manges,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,70,67,47,3290,3149,141
88065566435,2019-08-01,Alease Y Lander,Female,Sherrill,Reatha Q Breazeale,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,15,12,6,90,72,18
88065566436,2019-08-02,Carrol O Arend,Male,Syracuse,Twanna Y Manges,Fenard Store,Ben Frech,Boost,Non Alcoholic,12,9,10,120,90,30
88065566437,2019-08-03,Lyn Q Tso,Female,Troy,Reatha Q Breazeale,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,18,15,11,198,165,33
88065566438,2019-08-04,Lottie G Bonin,Female,Watertown,Twanna Y Manges,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,23,20,60,1380,1200,180
88065566439,2019-08-05,Jong U Borchers,Female,Watervliet,Reatha Q Breazeale,Fenard Store,Ben Frech,Boost,Alcoholic,9,6,89,801,534,267
88065566440,2019-08-09,Reanna I Hampton,Female,Port Jervis,Twanna Y Manges,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,18,15,77,1386,1155,231
88065566441,2019-08-08,Micaela N Buker,Female,New York,Reatha Q Breazeale,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,52,49,68,3536,3332,204
88065566442,2019-08-08,Carmelia E Bergeron,Female,Little Falls,Twanna Y Manges,Fenard Store,Ben Frech,Boost,Non Alcoholic,9,6,15,135,90,45
88065566443,2019-08-09,Jamaal Z Resto,Male,Brookhaven,Reatha Q Breazeale,Fenard Store,Ben Frech,Cel Ray,Alcoholic,5,2,100,500,200,300
88065566444,2019-08-10,Barrie E Collman,Female,Islip,Twanna Y Manges,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,14,11,3000,42000,33000,9000
88065566445,2019-08-11,Alphonso U Laffoon,Male,Babylon,Reatha Q Breazeale,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,6,3,5000,30000,15000,15000
88065566446,2019-08-12,Pansy F Duchesne,Female,Albany,Twanna Y Manges,Fenard Store,Ben Frech,Boost,Non Alcoholic,10,7,300,3000,2100,900
88065566447,2019-08-13,Karisa B Glidewell,Female,Auburn,Reatha Q Breazeale,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,13,10,2000,26000,20000,6000
88065566448,2019-08-14,Lia J Liner,Female,Betavia,Twanna Y Manges,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,20,17,600,12000,10200,1800
88065566449,2019-08-15,Dudley G Slocum,Male,Beacon,Reatha Q Breazeale,Fenard Store,Ben Frech,Boost,Alcoholic,15,12,1230,18450,14760,3690
88065566450,2019-08-19,Emma X Monti,Female,Elmira,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,20,17,900,18000,15300,2700
88065566451,2019-08-18,Elias Y Pinkard,Male,Glen Cove,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,2390,28680,21510,7170
88065566452,2019-08-18,Morgan V Leonetti,Male,New York,Twanna Y Manges,Fenard Store,Ben Frech,Boost,Non Alcoholic,16,13,10000,160000,130000,30000
88065566453,2019-08-19,Doyle T Grindstaff,Male,Hempstead,Reatha Q Breazeale,Fenard Store,Ben Frech,Cel Ray,Alcoholic,70,67,2300,161000,154100,6900
88065566454,2019-08-20,Robert C Ancheta,Female,Brookhaven,Antone E Angel,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,15,12,7800,117000,93600,23400
88065566455,2019-08-21,Cole M Dellinger,Male,Glen Cove,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,16,13,450,7200,5850,1350
88065566456,2019-08-22,Tony E Keough,Female,Glens Falls,Twanna Y Manges,Fenard Store,Ben Frech,Boost,Non Alcoholic,20,17,2000,40000,34000,6000
88065566457,2019-08-23,Dulce E Grizzard,Female,Hornell ,Reatha Q Breazeale,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,12,9,123,1476,1107,369
88065566458,2019-08-24,Devin U Hales,Male,Hudson,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,12903,154836,116127,38709
88065566459,2019-08-25,Leif Y Harness,Male,Johnstown,Merle N Burrus,Fenard Store,Ben Frech,Boost,Alcoholic,18,15,100000,1800000,1500000,300000
88065566460,2019-08-29,Orval Q Olinger,Male,Kingston,Twanna Y Manges,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,10,7,12000,120000,84000,36000
88065566461,2019-08-28,Reanna I Hampton,Female,Port Jervis,Reatha Q Breazeale,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,15,12,60,900,720,180
88065566462,2019-08-28,Micaela N Buker,Female,New York,Antone E Angel,Fenard Store,Ben Frech,Boost,Non Alcoholic,15,12,89,1335,1068,267
88065566463,2019-08-29,Carmelia E Bergeron,Female,Little Falls,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Alcoholic,23,20,77,1771,1540,231
88065566464,2019-08-30,Elvis J Stroh,Male,Middletown,Twanna Y Manges,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,9,6,68,612,408,204
88065566465,2019-08-31,Bud L Lofgren,Male,Mount,Reatha Q Breazeale,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,18,15,15,270,225,45
88065566466,2019-08-01,Conrad R Saito,Male,New York,Antone E Angel,Fenard Store,Ben Frech,Boost,Non Alcoholic,14,11,47,658,517,141
88065566467,2019-08-02,Dorothy Q Gard,Female,Salamanca,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,30,27,6,180,162,18
88065566468,2019-08-03,Tiffaney A Schoenberg,Female,Springs,Twanna Y Manges,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,16,13,10,160,130,30
88065566469,2019-08-04,Clint Q Strayhorn,Male,Sherrill,Reatha Q Breazeale,Fenard Store,Ben Frech,Boost,Alcoholic,52,49,11,572,539,33
88065566470,2019-08-05,Gertrud B Glidden,Female,Syracuse,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,14,11,60,840,660,180
88065566471,2019-08-09,Eldridge B Bose,Male,Troy,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,6,3,89,534,267,267
88065566472,2019-08-08,Lianne M Sweeney,Female,Olean,Twanna Y Manges,Fenard Store,Ben Frech,Boost,Non Alcoholic,13,10,77,1001,770,231
88065566473,2019-08-08,Tonja E Lenahan,Female,Peekskill,Reatha Q Breazeale,Fenard Store,Ben Frech,Cel Ray,Alcoholic,15,12,68,1020,816,204
88065566474,2019-08-09,Nathan V Avendano,Male,Port Jervis,Antone E Angel,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,20,17,15,300,255,45
88065566475,2019-08-10,Jamison U Crutchfield,Male,Kingston,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,100,1200,900,300
88065566476,2019-08-11,Dottie D Hagaman,Female,Little Falls,Twanna Y Manges,Fenard Store,Ben Frech,Boost,Non Alcoholic,16,13,3000,48000,39000,9000
88065566477,2019-08-12,Myron V Elsea,Male,Lockport,Reatha Q Breazeale,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,20,17,5000,100000,85000,15000
88065566478,2019-08-13,Rubin E Confer,Male,Long Beach,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,300,3600,2700,900
88065566479,2019-08-14,Lavada W Maldanado,Female,Middletown,Merle N Burrus,Fenard Store,Ben Frech,Boost,Alcoholic,10,7,2000,20000,14000,6000
88065566480,2019-08-15,Tony E Keough,Female,Glens Falls,Twanna Y Manges,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,15,12,600,9000,7200,1800
88065566481,2019-08-19,Dulce E Grizzard,Female,Hornell ,Reatha Q Breazeale,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,15,12,1230,18450,14760,3690
88065566482,2019-08-18,Devin U Hales,Male,Hudson,Antone E Angel,Fenard Store,Ben Frech,Boost,Non Alcoholic,20,17,900,18000,15300,2700
88065566483,2019-08-18,Leif Y Harness,Male,Johnstown,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Alcoholic,12,9,2390,28680,21510,7170
88065566484,2019-08-19,Orval Q Olinger,Male,Kingston,Twanna Y Manges,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,13,10,10000,130000,100000,30000
88065566485,2019-08-20,Reanna I Hampton,Female,Port Jervis,Reatha Q Breazeale,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,15,12,2300,34500,27600,6900
88065566486,2019-08-21,Micaela N Buker,Female,New York,Antone E Angel,Fenard Store,Ben Frech,Boost,Non Alcoholic,14,11,7800,109200,85800,23400
88065566487,2019-08-22,Carmelia E Bergeron,Female,Little Falls,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,30,27,450,13500,12150,1350
88065566488,2019-08-23,Elvis J Stroh,Male,Middletown,Twanna Y Manges,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,16,13,2000,32000,26000,6000
88065566489,2019-08-24,Bud L Lofgren,Male,Mount,Reatha Q Breazeale,Fenard Store,Ben Frech,Boost,Alcoholic,9,6,123,1107,738,369
88065566490,2019-08-25,Conrad R Saito,Male,New York,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,5,2,12903,64515,25806,38709
88065566491,2019-08-29,Dorothy Q Gard,Female,Salamanca,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,18,15,100000,1800000,1500000,300000
88065566492,2019-08-28,Jayme B Shimer,Female,Springs,Twanna Y Manges,Fenard Store,Ben Frech,Boost,Non Alcoholic,10,7,12000,120000,84000,36000
88065566493,2019-08-28,Clint Q Strayhorn,Male,Sherrill,Reatha Q Breazeale,Fenard Store,Ben Frech,Cel Ray,Alcoholic,20,17,60,1200,1020,180
88065566494,2019-08-29,Gertrud B Glidden,Female,Syracuse,Antone E Angel,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,70,67,89,6230,5963,267
88065566495,2019-08-30,Eldridge B Bose,Male,Troy,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,15,12,77,1155,924,231
88065566496,2019-08-31,Lianne M Sweeney,Female,Olean,Twanna Y Manges,Fenard Store,Ben Frech,Boost,Non Alcoholic,12,9,68,816,612,204
88065566497,2019-09-01,Tonja E Lenahan,Female,Peekskill,Reatha Q Breazeale,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,18,15,15,270,225,45
88065566498,2019-09-02,Nathan V Avendano,Male,Port Jervis,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,23,20,47,1081,940,141
88065566499,2019-09-03,Jamison U Crutchfield,Male,Kingston,Merle N Burrus,Fenard Store,Ben Frech,Boost,Alcoholic,9,6,6,54,36,18
88065566500,2019-09-04,Dottie D Hagaman,Female,Little Falls,Twanna Y Manges,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,18,15,10,180,150,30
88065566501,2019-09-05,Lynwood Q Durfee,Male,Johnstown,Reatha Q Breazeale,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,52,49,11,572,539,33
88065566502,2019-09-09,Dong B Sturdevant,Male,Kingston,Antone E Angel,Fenard Store,Ben Frech,Boost,Non Alcoholic,9,6,60,540,360,180
88065566503,2019-09-08,Mandy W Lavalley,Female,Little Falls,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Alcoholic,5,2,89,445,178,267
88065566504,2019-09-08,Kris L Bice,Male,Lockport,Twanna Y Manges,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,14,11,77,1078,847,231
88065566505,2019-09-09,Windy A Dudek,Female,Long Beach,Reatha Q Breazeale,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,6,3,68,408,204,204
88065566506,2019-09-10,Reinaldo G Castellanos,Male,Middletown,Antone E Angel,Fenard Store,Ben Frech,Boost,Non Alcoholic,10,7,15,150,105,45
88065566507,2019-09-11,Astrid R Marinelli,Female,Mount,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,13,10,100,1300,1000,300
88065566508,2019-09-12,Kendrick C Burchette,Male,New York,Twanna Y Manges,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,20,17,3000,60000,51000,9000
88065566509,2019-09-13,Dale E Childers,Female,Newburgh,Reatha Q Breazeale,Fenard Store,Ben Frech,Boost,Alcoholic,15,12,5000,75000,60000,15000
88065566510,2019-09-14,Reed O Vella,Male,Olean,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,20,17,300,6000,5100,900
88065566511,2019-09-15,Margarito O Retana,Male,Peekskill,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,2000,24000,18000,6000
88065566512,2019-09-19,Mervin E Goering,Male,Port Jervis,Twanna Y Manges,Fenard Store,Ben Frech,Boost,Non Alcoholic,16,13,600,9600,7800,1800
88065566513,2019-09-18,Novella B Osman,Female,Poughkeepsie,Reatha Q Breazeale,Fenard Store,Ben Frech,Cel Ray,Alcoholic,70,67,1230,86100,82410,3690
88065566514,2019-09-18,Windy S Pharr,Female,Rye ,Antone E Angel,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,15,12,900,13500,10800,2700
88065566515,2019-09-19,Josette R Betancourt,Female,Rome,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,16,13,2390,38240,31070,7170
88065566516,2019-09-20,Aileen F Hiltz,Female,Rochester,Twanna Y Manges,Fenard Store,Ben Frech,Boost,Non Alcoholic,20,17,10000,200000,170000,30000
88065566517,2019-09-21,Tonia X Silvis,Female,Salamanca,Reatha Q Breazeale,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,12,9,2300,27600,20700,6900
88065566518,2019-09-22,Bonny S Poor,Female,Springs,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,7800,93600,70200,23400
88065566519,2019-09-23,Randal J Kahle,Male,Sherrill,Merle N Burrus,Fenard Store,Ben Frech,Boost,Alcoholic,18,15,450,8100,6750,1350
88065566520,2019-09-24,Sylvester M Harmer,Male,Syracuse,Twanna Y Manges,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,10,7,2000,20000,14000,6000
88065566521,2019-09-25,Britt P Shivers,Male,Troy,Reatha Q Breazeale,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,15,12,123,1845,1476,369
88065566522,2019-09-29,Clarence J Hinkson,Male,Watertown,Antone E Angel,Fenard Store,Ben Frech,Boost,Non Alcoholic,15,12,12903,193545,154836,38709
88065566523,2019-09-28,Vaughn N Garica,Male,Watervliet,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Alcoholic,23,20,100000,2300000,2000000,300000
88065566524,2019-09-28,Georgiann C Harrell,Female,Yakers,Twanna Y Manges,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,9,6,12000,108000,72000,36000
88065566525,2019-09-29,Candelaria Q Zajicek,Female,New York,Reatha Q Breazeale,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,18,15,60,1080,900,180
88065566526,2019-09-30,Nathan V Avendano,Male,Port Jervis,Antone E Angel,Fenard Store,Ben Frech,Boost,Non Alcoholic,14,11,89,1246,979,267
88065566527,2019-09-20,Jamison U Crutchfield,Male,Kingston,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,30,27,77,2310,2079,231
88065566528,2019-09-21,Dottie D Hagaman,Female,Little Falls,Twanna Y Manges,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,16,13,68,1088,884,204
88065566529,2019-09-22,Lynwood Q Durfee,Male,Johnstown,Reatha Q Breazeale,Fenard Store,Ben Frech,Boost,Alcoholic,52,49,15,780,735,45
88065566530,2019-09-23,Dong B Sturdevant,Male,Kingston,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,14,11,47,658,517,141
88065566531,2019-09-24,Mandy W Lavalley,Female,Little Falls,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,6,3,6,36,18,18
88065566532,2019-09-25,Kris L Bice,Male,Lockport,Twanna Y Manges,Fenard Store,Ben Frech,Boost,Non Alcoholic,13,10,10,130,100,30
88065566533,2019-09-29,Windy A Dudek,Female,Long Beach,Reatha Q Breazeale,Fenard Store,Ben Frech,Cel Ray,Alcoholic,15,12,11,165,132,33
